start...

30sec fixe on breadboard
~344hz ~2.9ms per measure

Counter_?ms;AccelX;AccelY;AccelZ;AngleX;AngleY;AngleZ;GyroX;GyroY;GyroZ;Pitch;Roll;Yaw;Temperature;
597;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
598;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
599;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
600;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
601;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
602;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
603;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
604;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
605;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
606;1.018;0.004;0.025;0.206;-88.557;1.428;0.595;-3.038;-1.725;-5.822;0.362;-1.124;21.377;
607;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
608;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
609;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
610;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
611;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
612;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
613;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
614;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
615;1.015;-0.002;0.028;-0.124;-88.438;1.557;0.290;-3.176;-1.573;-5.849;0.352;-1.140;21.377;
616;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
617;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
618;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
619;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
620;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
621;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
622;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
623;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
624;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
625;1.013;-0.004;0.022;-0.221;-88.738;1.242;0.458;-3.282;-1.450;-5.891;0.352;-1.154;21.377;
626;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
627;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
628;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
629;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
630;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
631;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
632;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
633;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
634;1.013;-0.008;0.022;-0.469;-88.685;1.229;0.458;-3.221;-1.450;-5.921;0.347;-1.169;21.377;
635;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
636;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
637;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
638;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
639;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
640;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
641;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
642;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
643;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
644;1.011;-0.002;0.031;-0.097;-88.228;1.770;0.534;-3.405;-1.634;-5.934;0.366;-1.185;21.377;
645;1.021;-0.003;0.037;-0.178;-87.910;2.082;0.382;-3.237;-1.420;-5.953;0.367;-1.200;21.424;
646;1.021;-0.003;0.037;-0.178;-87.910;2.082;0.382;-3.237;-1.420;-5.953;0.367;-1.200;21.424;
647;1.021;-0.003;0.037;-0.178;-87.910;2.082;0.382;-3.237;-1.420;-5.953;0.367;-1.200;21.424;
648;1.021;-0.003;0.037;-0.178;-87.910;2.082;0.382;-3.237;-1.420;-5.953;0.367;-1.200;21.424;
649;1.021;-0.003;0.037;-0.178;-87.910;2.082;0.382;-3.237;-1.4205-04;-3.298;-1.435;-6.703;0.477;-1.552;21.377;
876;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-2.1.330;
877;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
878;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
879;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
880;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
881;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
882;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.29-;1.481;-6.730;0.470;-1.568;21.330;
883;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
884;1.011;-0.006;0.028;-0.332;-88.362;1.604;0.336;-3.298;-1.481;-6.730;0.470;-1.568;21.330;
885;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
886;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
887;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
888;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
889;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
890;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
891;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
892;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
893;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
894;1.015;-0.004;0.034;-0.234;-88.043;1.943;0.351;-3.252;-1.618;-6.747;0.477;-1.583;21.424;
895;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
896;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
897;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
898;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
899;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
900;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
901;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
902;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
903;1.018;-0.003;0.032;-0.179;-88.178;1.813;0.351;-3.176;-1.649;-6.784;0.482;-1.600;21.424;
904;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
905;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
906;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
907;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
908;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
909;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
910;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
911;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
912;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
913;1.016;0.000;0.029;0.014;-88.389;1.611;0.489;-3.405;-1.527;-6.824;0.494;-1.615;21.424;
914;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
915;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
916;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
917;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
918;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
919;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
920;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
921;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
922;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
923;1.019;-0.001;0.028;-0.055;-88.434;1.565;0.580;-3.115;-1.527;-6.856;0.497;-1.631;21.283;
924;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
925;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
926;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
927;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
928;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
929;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
930;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-1.588;-6.890;0.490;-1.647;21.283;
931;1.011;-0.006;0.026;-0.346;-88.493;1.467;0.427;-3.176;-5.73;-7.695;0.621;-2.033;21.377;
1168;1.011;0.003;0.021;0.194;-88;-3.252;-1.573;-7.695;0.621;-2.033;21.377;
1170;1.011;0.003;0.021;0.194;-88.795;1.189;0.458;-3.252;-1.573;-7.695;0.621;-2.033;21.377;
1171;1.011;0.003;0.021;0.194;-88.795;1.189;0.458;-3.252;-1.573;-7.695;0.621;-2.033;21.377;
1172;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1173;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1174;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1175;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1176;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1177;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1178;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1179;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1180;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1181;1.017;0.001;0.024;0.083;-88.663;1.334;0.458;-3.389;-1.557;-7.720;0.621;-2.048;21.424;
1182;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1183;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1184;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1185;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1186;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1187;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1188;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1189;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1190;1.018;-0.005;0.034;-0.275;-88.058;1.923;0.489;-3.267;-1.527;-7.729;0.611;-2.064;21.377;
1191;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1192;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1193;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1194;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1195;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1196;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1197;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1198;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1199;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1200;1.022;-0.002;0.034;-0.096;-88.082;1.916;0.519;-3.298;-1.603;-7.760;0.623;-2.079;21.424;
1201;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1202;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1203;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1204;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1205;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1206;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1207;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1208;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1209;1.009;-0.003;0.022;-0.166;-88.727;1.262;0.595;-3.237;-1.664;-7.819;0.627;-2.097;21.330;
1210;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1211;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1212;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1213;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1214;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1215;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1216;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1217;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1218;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1219;1.007;-0.006;0.021;-0.319;-88.764;1.194;0.519;-3.237;-1.573;-7.850;0.625;-2.112;21.424;
1220;1.008;0.001;0.033;0.069;-88.099;1.900;0.397;-3.313;-1.588;-7.857;0.645;-2.128;21.330;
1221;1.008;0.001;0.033;0.069;-88.099;1.900;0.397;-3.313;-1.588;-7.857;0.645;-2.128;21.330;
1222;1.008;0.001;0.033;0.069;-88.099;1.900;0.397;-3.313;-1.588;-7.857;0.645;-2.128;21.330;
1223;1.008;0.001;0.033;0.069;-88.099;1.900;0.397;-3.313;-1.588;-7.857;0.645;-2.128;21.330;
1224;1.008;0.001;0.033;0.069;-88.099;1.900;0.397;-3.313;-1.588;-7.857;0.645;-2.128;21.330;
1225;1.008;0.0;121.283;
1449;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1450;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1451;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1452;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1453;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1454;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1455;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1456;1.014;-0.002;0.027;-0.110;-88.492;1.504;0.626;-3.328;-1.573;-8.622;0.750;-2.502;21.283;
1457;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1458;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1459;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1460;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1461;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1462;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1463;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1464;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1465;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1466;1.009;-0.003;0.032;-0.194;-88.147;1.843;0.534;-3.191;-1.588;-8.638;0.752;-2.518;21.330;
1467;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1468;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1469;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1470;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1471;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1472;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1473;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1474;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1475;1.010;-0.002;0.025;-0.097;-88.598;1.399;0.504;-3.298;-1.527;-8.689;0.761;-2.534;21.377;
1476;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1477;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1478;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1479;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1480;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1481;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1482;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1483;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1484;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1485;1.017;-0.001;0.032;-0.082;-88.210;1.788;0.534;-3.282;-1.679;-8.704;0.766;-2.550;21.330;
1486;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1487;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1488;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1489;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1490;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1491;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1492;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1493;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1494;1.014;-0.006;0.028;-0.345;-88.377;1.586;0.366;-3.191;-1.344;-8.743;0.760;-2.564;21.377;
1495;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1496;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1497;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1498;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1499;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1500;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1501;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1502;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1503;1.018;-0.002;0.032;-0.137;-88.182;1.813;0.504;-3.374;-1.435;-8.766;0.772;-2.578;21.330;
1504;1.016;;-0.000;0.032;-0.028;-88.183;1.817;0.504;-3.237;-1.740;-9.515;0.880;-2.953;21.330;
1729;1.016;-0.000;0.032;-0.028;-88.183;1.817;0.504;-3.237;-1.740;-9.515;0.880;-2.953;21.330;
1730;1.016;-0.000;0.032;-0.028;-88.183;1.817;0.504;-3.237;-1.740;-9.515;0.880;-2.953;21.330;
