start...

30sec fixe on breadboard
~344hz ~2.9ms per measure

Counter_?ms;AccelX;AccelY;AccelZ;AngleX;AngleY;AngleZ;GyroX;GyroY;GyroZ;Pitch;Roll;Yaw;Temperature;
0;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
1;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
2;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
3;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
4;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
5;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
6;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
7;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
8;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
9;1.008;0.004;0.001;0.208;-89.785;0.056;0.626;-3.557;-1.588;-3.978;0.076;-0.180;21.189;
10;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
11;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
12;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
13;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
14;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
15;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
16;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
17;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
18;1.013;-0.001;0.008;-0.041;-89.542;0.456;0.626;-3.695;-1.710;-4.005;0.073;-0.197;21.095;
19;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
20;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
21;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
22;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
23;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
24;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
25;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
26;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
27;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
28;1.012;0.000;-0.009;0.000;-89.489;-0.511;0.779;-3.267;-1.634;-4.032;0.081;-0.213;21.283;
29;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
30;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
31;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
32;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
33;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
34;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
35;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
36;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
37;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
38;1.014;0.003;0.011;0.193;-89.350;0.621;0.626;-3.542;-1.588;-4.061;0.095;-0.229;21.236;
39;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
40;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
41;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
42;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
43;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
44;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
45;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
46;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
47;1.019;-0.003;-0.030;-0.151;-88.291;-1.702;0.641;-3.496;-1.573;-4.053;0.088;-0.245;21.189;
48;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
49;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
50;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
51;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
52;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
53;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
54;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
55;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
56;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
57;1.023;0.003;0.028;0.150;-88.421;1.572;0.504;-3.450;-1.573;-4.090;0.104;-0.260;21.283;
58;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
59;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
60;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
61;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
62;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
63;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.277;21.142;
64;1.012;0.005;0.015;0.276;-89.100;0.857;0.412;-3.099;-1.649;-4.147;0.113;-0.274;12;-3.313;-1.450;-4.961;0.209;-0.679;21.189;
319;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
320;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
321;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
322;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
323;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
324;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
325;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.6291.189;
326;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
327;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
328;1.020;-0.001;0.019;-0.069;-88.928;1.070;0.519;-3.069;-1.649;-4.975;0.222;-0.695;21.189;
329;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
330;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
331;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
332;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
333;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
334;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
335;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
336;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
337;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
338;1.016;0.003;0.006;0.165;-89.643;0.317;0.443;-3.252;-1.771;-5.036;0.236;-0.713;21.189;
339;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
340;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
341;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
342;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
343;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
344;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
345;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
346;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
347;1.019;-0.000;0.026;-0.027;-88.545;1.455;0.382;-3.740;-1.618;-5.029;0.232;-0.730;21.236;
348;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
349;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
350;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
351;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
352;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
353;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
354;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
355;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
356;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
357;1.017;-0.001;0.007;-0.069;-89.609;0.385;0.550;-3.450;-1.664;-5.103;0.235;-0.746;21.142;
358;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
359;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
360;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
361;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
362;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
363;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
364;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
365;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
366;1.014;-0.000;0.017;-0.028;-89.034;0.966;0.305;-3.328;-1.435;-5.114;0.240;-0.761;21.189;
367;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
368;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
369;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
370;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
371;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
372;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
373;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
374;1.015;0.006;0.015;0.317;-89.115;0.827;0.260;-3.679;-1.435;-5.150;0.256;-0.774;21.189;
375;1.0154005;-1.756;-5.944;0.349;-1.165;21.189;
612;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
613;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
614;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
615;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
616;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
617;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
618;1.013;-0.001;0.014;-0.055;-89.211;0.787;0.489;-3.405;-1.756;-5.944;0.349;-1.165;21.189;
619;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
620;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
621;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
622;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
623;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
624;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
625;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
626;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
627;1.013;0.002;0.006;0.097;-89.668;0.318;0.611;-3.374;-1.466;-5.996;0.361;-1.181;21.283;
628;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
629;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
630;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
631;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
632;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
633;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
634;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
635;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
636;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
637;1.010;0.001;0.012;0.069;-89.304;0.693;0.519;-3.282;-1.740;-6.011;0.364;-1.197;21.142;
638;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
639;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
640;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
641;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
642;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
643;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
644;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
645;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
646;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
647;1.019;0.006;0.015;0.316;-89.118;0.824;0.382;-3.191;-1.695;-6.035;0.378;-1.214;21.142;
648;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
649;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
650;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
651;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
652;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
653;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
654;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
655;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
656;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
657;1.013;0.001;0.013;0.041;-89.281;0.718;0.519;-3.206;-1.771;-6.073;0.372;-1.232;21.189;
658;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
659;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
660;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
661;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
662;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
663;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
664;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
665;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
666;1.014;0.005;0.013;0.276;-89.219;0.731;0.489;-3.252;-1.389;-6.102;0.386;-1.246;21.189;
667;1.013;-0.001;0.006;-0.055;-89.664;0.331;0.260;-3.237;-1.710;-6.149;0.375;-1.262;21.236;
668;1.013;-0.001;0.006;-0.055;-89.664;0.331;0.260;-3.237;-1.710;-6.149;0.375;-1.262;21.236;
669;1.013;-0.001;0.00-;3.282;-1.618;-6.854;0.469;-1.624;21.142;
895;1.017;-0.004;0.013;-0.220;-89.225;0.743;0.458;-3.282;-1.618;-6.854;0.469;-1.624;21.142;
896;1.017;-0.004;0.013;-0.220;-89.225;0.743;0.458;-3.282;-1.618;-6.854;0.469;-1.624;21.142;
897;1.017;-0.004;0.013;-0.220;-89.225;0.743;0.458;-3.282;-1.618;-6.854;0.469;-1.624;21.142;
898;1.017;-0.004;0.013;-0.220;-89.225;0.743;0.458;-3.282;-1.618;-6.854;0.469;-1.624;21.142;
899;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
900;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
901;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
902;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
903;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
904;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
905;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
906;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
907;1.012;0.001;0.020;0.069;-88.878;1.120;0.260;-3.282;-1.496;-6.873;0.483;-1.640;21.142;
908;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
909;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
910;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
911;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
912;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
913;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
914;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
915;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
916;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
917;1.034;0.005;0.009;0.257;-89.461;0.474;0.412;-3.176;-1.588;-6.925;0.494;-1.655;21.189;
918;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
919;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
920;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
921;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
922;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
923;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
924;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
925;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
926;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
927;1.026;-0.000;0.009;-0.027;-89.481;0.518;0.473;-3.435;-1.542;-6.960;0.487;-1.670;21.236;
928;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
929;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
930;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
931;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
932;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
933;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
934;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
935;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
936;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
937;1.019;0.001;0.009;0.069;-89.515;0.480;0.473;-3.344;-1.695;-6.994;0.496;-1.688;21.236;
938;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
939;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
940;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
941;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
942;1.017;0.006;0.004;0.358;-89.565;0.248;0.641;-3.099;-1.435;-7.027;0.514;-1.703;21.283;
