start...

30sec at max output speed at 921600 baudrate
~2930hz ~341µs for every measure

CNT_?ms;PITCH;ROLL;YAW;
0;nan;nan;0.000;
1;nan;nan;0.000;
2;nan;nan;0.000;
3;nan;nan;0.000;
4;nan;nan;0.000;
5;nan;nan;0.000;
6;nan;nan;0.000;
7;nan;nan;0.000;
8;nan;nan;0.000;
9;nan;nan;0.000;
10;nan;nan;0.000;
11;nan;nan;0.000;
12;nan;nan;0.000;
13;nan;nan;0.000;
14;nan;nan;0.000;
15;nan;nan;0.000;
16;nan;nan;0.000;
17;nan;nan;0.000;
18;nan;nan;0.000;
19;nan;nan;0.000;
20;nan;nan;0.000;
21;nan;nan;0.000;
22;nan;nan;0.000;
23;nan;nan;0.000;
24;nan;nan;0.000;
25;nan;nan;0.000;
26;nan;nan;0.000;
27;nan;nan;0.000;
28;nan;nan;0.000;
29;nan;nan;0.000;
30;nan;nan;0.000;
31;nan;nan;0.000;
32;nan;nan;0.000;
33;nan;nan;0.000;
34;nan;nan;0.000;
35;nan;nan;0.000;
36;nan;nan;0.000;
37;nan;nan;0.000;
38;nan;nan;0.000;
39;nan;nan;0.000;
40;nan;nan;0.000;
41;nan;nan;0.000;
42;nan;nan;0.000;
43;nan;nan;0.000;
44;nan;nan;0.000;
45;nan;nan;0.000;
46;-3.366;-0.072;-0.403;
47;-3.366;-0.072;-0.403;
48;-3.366;-0.072;-0.403;
49;-3.366;-0.072;-0.403;
50;-3.366;-0.072;-0.403;
51;-3.366;-0.072;-0.403;
52;-3.366;-0.072;-0.403;
53;-3.366;-0.072;-0.403;
54;-3.366;-0.072;-0.403;
55;-3.366;-0.072;-0.403;
56;-3.366;-0.072;-0.403;
57;-3.366;-0.072;-0.403;
58;-3.366;-0.072;-0.403;
59;-3.366;-0.072;-0.403;
60;-3.366;-0.072;-0.403;
61;-3.366;-0.072;-0.403;
62;-3.366;-0.072;-0.403;
63;-3.366;-0.072;-0.403;
64;-3.366;-0.072;-0.403;
65;-3.366;-0.072;-0.403;
66;-3.366;-0.072;-0.403;
67;-3.366;-0.072;-0.403;
68;-3.366;-0.072;-0.403;
69;-3.366;-0.072;-0.403;
70;-3.366;-0.072;-0.403;
71;-3.366;-0.072;-0.403;
72;-3.366;-0.072;-0.403;
73;-3.366;-0.072;-0.403;
74;-3.366;-0.072;-0.403;
75;-3.366;-0.072;-0.403;
76;-3.366;-0.072;-0.403;
77;-3.366;-0.072;-0.403;
78;-3.366;-0.072;-0.403;
79;-3.366;-0.072;-0.403;
80;-3.392;-0.080;-0.811;
81;-3.392;-0.080;-0.811;
82;-3.392;-0.080;-0.811;
83;-3.392;-0.080;-0.811;
84;-3.392;-0.080;-0.811;
85;-3.392;-0.080;-0.811;
86;-3.392;-0.080;-0.811;
87;-3.392;-0.080;-0.811;
88;-3.392;-0.080;-0.811;
89;-3.392;-0.080;-0.811;
90;-3.392;-0.080;-0.811;
91;-3.392;-0.080;-0.811;
92;-3.392;-0.080;-0.811;
93;-3.392;-0.080;-0.811;
94;-3.392;-0.080;-0.811;
95;-3.392;-0.080;-0.811;
96;-3.392;-0.080;-0.811;
97;-3.392;-0.080;-0.811;
98;-3.392;-0.080;-0.811;
99;-3.392;-0.080;-0.811;
100;-3.392;-0.080;-0.811;
101;-3.392;-0.080;-0.811;
102;-3.392;-0.080;-0.811;
103;-3.392;-0.080;-0.811;
104;-3.392;-0.080;-0.811;
105;-3.392;-0.080;-0.811;
106;-3.392;-0.080;-0.811;
107;-3.392;-0.080;-0.811;
108;-3.392;-0.080;-0.811;
109;-3.392;-0.080;-0.811;
110;-3.392;-0.080;-0.811;
111;-3.392;-0.080;-0.811;
112;-3.392;-0.080;-0.811;
113;-3.392;-0.080;-0.811;
114;-3.418;-0.076;-0.825;
115;-3.418;-0.076;-0.825;
116;-3.418;-0.076;-0.825;
117;-3.418;-0.076;-0.825;
118;-3.418;-0.076;-0.825;
119;-3.418;-0.076;-0.825;
120;-3.418;-0.076;-0.825;
121;-3.418;-0.076;-0.825;
122;-3.418;-0.076;-0.825;
123;-3.418;-0.076;-0.825;
124;-3.418;-0.076;-0.825;
125;-3.418;-0.076;-0.825;
126;-3.418;-0.076;-0.825;
127;-3.418;-0.076;-0.825;
128;-3.418;-0.076;-0.825;
129;-3.418;-0.076;-0.825;
130;-3.418;-0.076;-0.825;
131;-3.418;-0.076;-0.825;
132;-3.418;-0.076;-0.825;
133;-3.418;-0.076;-0.825;
134;-3.418;-0.076;-0.825;
135;-3.418;-0.076;-0.825;
136;-3.418;-0.076;-0.825;
137;-3.418;-0.076;-0.825;
138;-3.418;-0.076;-0.825;
139;-3.418;-0.076;-0.825;
140;-3.418;-0.076;-0.825;
141;-3.418;-0.076;-0.825;
142;-3.418;-0.076;-0.825;
143;-3.418;-0.076;-0.825;
144;-3.418;-0.076;-0.825;
145;-3.418;-0.076;-0.825;
146;-3.418;-0.076;-0.825;
147;-3.437;-0.064;-0.839;
148;-3.437;-0.064;-0.839;
149;-3.437;-0.064;-0.839;
150;-3.437;-0.064;-0.839;
151;-3.437;-0.064;-0.839;
152;-3.437;-0.064;-0.839;
153;-3.437;-0.064;-0.839;
154;-3.437;-0.064;-0.839;
155;-3.437;-0.064;-0.839;
156;-3.437;-0.064;-0.839;
157;-3.437;-0.064;-0.839;
158;-3.437;-0.064;-0.839;
159;-3.437;-0.064;-0.839;
160;-3.437;-0.064;-0.839;
161;-3.437;-0.064;-0.839;
162;-3.437;-0.064;-0.839;
163;-3.437;-0.064;-0.839;
164;-3.437;-0.064;-0.839;
165;-3.437;-0.064;-0.839;
166;-3.437;-0.064;-0.839;
167;-3.437;-0.064;-0.839;
168;-3.437;-0.064;-0.839;
169;-3.437;-0.064;-0.839;
170;-3.437;-0.064;-0.839;
171;-3.437;-0.064;-0.839;
172;-3.437;-0.064;-0.839;
173;-3.437;-0.064;-0.839;
174;-3.437;-0.064;-0.839;
175;-3.437;-0.064;-0.839;
176;-3.437;-0.064;-0.839;
177;-3.437;-0.064;-0.839;
178;-3.437;-0.064;-0.839;
179;-3.437;-0.064;-0.839;
180;-3.460;-0.053;-0.853;
181;-3.460;-0.053;-0.853;
182;-3.460;-0.053;-0.853;
183;-3.460;-0.053;-0.853;
184;-3.460;-0.053;-0.853;
185;-3.460;-0.053;-0.853;
186;-3.460;-0.053;-0.853;
187;-3.460;-0.053;-0.853;
188;-3.460;-0.053;-0.853;
189;-3.460;-0.053;-0.853;
190;-3.460;-0.053;-0.853;
191;-3.460;-0.053;-0.853;
192;-3.460;-0.053;-0.853;
193;-3.460;-0.053;-0.853;
194;-3.460;-0.053;-0.853;
195;-3.460;-0.053;-0.853;
196;-3.460;-0.053;-0.853;
197;-3.460;-0.053;-0.853;
198;-3.460;-0.053;-0.853;
199;-3.460;-0.053;-0.853;
200;-3.460;-0.053;-0.853;
201;-3.460;-0.053;-0.853;
202;-3.460;-0.053;-0.853;
203;-3.460;-0.053;-0.853;
204;-3.460;-0.053;-0.853;
205;-3.460;-0.053;-0.853;
206;-3.460;-0.053;-0.853;
207;-3.460;-0.053;-0.853;
208;-3.460;-0.053;-0.853;
209;-3.460;-0.053;-0.853;
210;-3.460;-0.053;-0.853;
211;-3.460;-0.053;-0.853;
212;-3.460;-0.053;-0.853;
213;-3.515;-0.051;-0.867;
214;-3.515;-0.051;-0.867;
215;-3.515;-0.051;-0.867;
216;-3.515;-0.051;-0.867;
217;-3.515;-0.051;-0.867;
218;-3.515;-0.051;-0.867;
219;-3.515;-0.051;-0.867;
220;-3.515;-0.051;-0.867;
221;-3.515;-0.051;-0.867;
222;-3.515;-0.051;-0.867;
223;-3.515;-0.051;-0.867;
224;-3.515;-0.051;-0.867;
225;-3.515;-0.051;-0.867;
226;-3.515;-0.051;-0.867;
227;-3.515;-0.051;-0.867;
228;-3.515;-0.051;-0.867;
229;-3.515;-0.051;-0.867;
230;-3.515;-0.051;-0.867;
231;-3.515;-0.051;-0.867;
232;-3.515;-0.051;-0.867;
233;-3.515;-0.051;-0.867;
234;-3.515;-0.051;-0.867;
235;-3.515;-0.051;-0.867;
236;-3.515;-0.051;-0.867;
237;-3.515;-0.051;-0.867;
238;-3.555;0.003;-1.250;
1057;-4.225;0.003;-1.250;
1058;-4.225;0.003;-1.250;
1059;-4.225;0.003;-1.250;
1060;-4.225;0.003;-1.250;
1061;-4.225;0.003;-1.250;
1062;-4.225;0.3;-1.250;
1063;-4.225;0.003;-1.250;
1064;-4.225;0.003;-1.250;
1065;-4.225;0.003;-1.250;
1066;-4.225;0.003;-1.250;
1067;-4.225;0.003;-1.250;
1068;-4.243;0.022;-1.266;
1069;-4.243;0.022;-1.266;
1070;-4.243;0.022;-1.266;
1071;-4.243;0.022;-1.266;
1072;-4.243;0.022;-1.266;
1073;-4.243;0.022;-1.266;
1074;-4.243;0.022;-1.266;
1075;-4.243;0.022;-1.266;
1076;-4.243;0.022;-1.266;
1077;-4.243;0.022;-1.266;
1078;-4.243;0.022;-1.266;
1079;-4.243;0.022;-1.266;
1080;-4.243;0.022;-1.266;
1081;-4.243;0.022;-1.266;
1082;-4.243;0.022;-1.266;
1083;-4.243;0.022;-1.266;
1084;-4.243;0.022;-1.266;
1085;-4.243;0.022;-1.266;
1086;-4.243;0.022;-1.266;
1087;-4.243;0.022;-1.266;
1088;-4.243;0.022;-1.266;
1089;-4.243;0.022;-1.266;
1090;-4.243;0.022;-1.266;
1091;-4.243;0.022;-1.266;
1092;-4.243;0.022;-1.266;
1093;-4.243;0.022;-1.266;
1094;-4.243;0.022;-1.266;
1095;-4.243;0.022;-1.266;
1096;-4.243;0.022;-1.266;
1097;-4.243;0.022;-1.266;
1098;-4.243;0.022;-1.266;
1099;-4.243;0.022;-1.266;
1100;-4.243;0.022;-1.266;
1101;-4.288;0.020;-1.282;
1102;-4.288;0.020;-1.282;
1103;-4.288;0.020;-1.282;
1104;-4.288;0.020;-1.282;
1105;-4.288;0.020;-1.282;
1106;-4.288;0.020;-1.282;
1107;-4.288;0.020;-1.282;
1108;-4.288;0.020;-1.282;
1109;-4.288;0.020;-1.282;
1110;-4.288;0.020;-1.282;
1111;-4.288;0.020;-1.282;
1112;-4.288;0.020;-1.282;
1113;-4.288;0.020;-1.282;
1114;-4.288;0.020;-1.282;
1115;-4.288;0.020;-1.282;
1116;-4.288;0.020;-1.282;
1117;-4.288;0.020;-1.282;
1118;-4.288;0.020;-1.282;
1119;-4.288;0.020;-1.282;
1120;-4.288;0.020;-1.282;
1121;-4.288;0.020;-1.282;
1122;-4.288;0.020;-1.282;
1123;-4.288;0.020;-1.282;
1124;-4.288;0.020;-1.282;
1125;-4.288;0.020;-1.282;
1126;-4.288;0.020;-1.282;
1127;-4.288;0.020;-1.282;
1128;-4.288;0.020;-1.282;
1129;-4.288;0.020;-1.282;
1130;-4.288;0.020;-1.282;
1131;-4.288;0.020;-1.282;
1132;-4.288;0.020;-1.282;
1133;-4.288;0.020;-1.282;
1134;-4.326;0.040;-1.298;
1135;-4.326;0.040;-1.298;
1136;-4.326;0.040;-1.298;
1137;-4.326;0.040;-1.298;
1138;-4.326;0.040;-1.298;
1139;-4.326;0.040;-1.298;
1140;-4.326;0.040;-1.298;
1141;-4.326;0.040;-1.298;
1142;-4.326;0.040;-1.298;
1143;-4.326;0.040;-1.298;
1144;-4.326;0.040;-1.298;
1145;-4.326;0.040;-1.298;
1146;-4.326;0.040;-1.298;
1147;-4.326;0.040;-1.298;
1148;-4.326;0.040;-1.298;
1149;-4.326;0.040;-1.298;
1150;-4.326;0.040;-1.298;
1151;-4.326;0.040;-1.298;
1152;-4.326;0.040;-1.298;
1153;-4.326;0.040;-1.298;
1154;-4.326;0.040;-1.298;
1155;-4.326;0.040;-1.298;
1156;-4.326;0.040;-1.298;
1157;-4.326;0.040;-1.298;
1158;-4.326;0.040;-1.298;
1159;-4.326;0.040;-1.298;
1160;-4.326;0.040;-1.298;
1161;-4.326;0.040;-1.298;
1162;-4.326;0.040;-1.298;
1163;-4.326;0.040;-1.298;
1164;-4.326;0.040;-1.298;
1165;-4.326;0.040;-1.298;
1166;-4.326;0.040;-1.298;
1167;-4.334;0.036;-1.315;
1168;-4.334;0.036;-1.315;
1169;-4.334;0.036;-1.315;
1170;-4.334;0.036;-1.315;
1171;-4.334;0.036;-1.315;
1172;-4.334;0.036;-1.315;
1173;-4.334;0.036;-1.315;
1174;-4.334;0.036;-1.315;
1175;-4.334;0.036;-1.315;
1176;-4.334;0.036;-1.315;
1177;-4.334;0.036;-1.315;
1178;-4.334;0.036;-1.315;
1179;-4.334;0.036;-1.315;
1180;-4.334;0.036;-1.315;
1181;-4.334;0.036;-1.315;
1182;-4.334;0.036;-1.315;
1183;-4.334;0.036;-1.315;
1184;-4.334;0.036;-1.315;
1185;-4.334;0.036;-1.315;
1186;-4.334;0.036;-1.315;
1187;-4.334;0.036;-1.315;
1188;-4.334;0.036;-1.315;
1189;-4.334;0.036;-1.315;
1190;-4.334;0.036;-1.315;
1191;-4.334;0.036;-1.315;
1192;-4.334;0.036;-1.315;
1193;-4.334;0.036;-1.315;
1194;-4.334;0.036;-1.315;
1195;-4.334;0.036;-1.315;
1196;-4.334;0.036;-1.315;
1197;-4.334;0.036;-1.315;
1198;-4.334;0.036;-1.315;
1199;-4.334;0.036;-1.315;
1200;-4.365;0.032;-1.333;
1201;-4.365;0.032;-1.333;
1202;-4.365;0.032;-1.333;
1203;-4.365;0.032;-1.333;
1204;-4.365;0.032;-1.333;
1205;-4.365;0.032;-1.333;
1206;-4.365;0.032;-1.333;
1207;-4.365;0.032;-1.333;
1208;-4.365;0.032;-1.333;
1209;-4.365;0.032;-1.333;
1210;-4.365;0.032;-1.333;
1211;-4.365;0.032;-1.333;
1212;-4.365;0.032;-1.333;
1213;-4.365;0.032;-1.333;
1214;-4.365;0.032;-1.333;
1215;-4.365;0.032;-1.333;
1216;-4.365;0.032;-1.333;
1217;-4.365;0.032;-1.333;
1218;-4.365;0.032;-1.333;
1219;-4.365;0.032;-1.333;
1220;-4.365;0.032;-1.333;
1221;-4.365;0.032;-1.333;
1222;-4.365;0.032;-1.333;
1223;-4.365;0.032;-1.333;
1224;-4.365;0.032;-1.333;
1225;-4.365;0.032;-1.333;
1226;-4.365;0.032;-1.333;
1227;-4.365;0.032;-1.333;
1228;-4.365;0.032;-1.333;
1229;-4.365;0.032;-1.333;
1230;-4.365;0.032;-1.333;
1231;-4.365;0.032;-1.333;
1232;-4.407;0.061;-1.347;
1233;-4.407;0.061;-1.347;
1234;-4.407;0.061;-1.347;
1235;-4.407;0.061;-1.347;
1236;-4.407;0.061;-1.347;
1237;-4.407;0.061;-1.347;
1238;-4.407;0.061;-1.347;
1239;-4.407;0.061;-1.347;
1240;-4.407;0.061;-1.347;
1241;-4.407;0.061;-1.347;
1242;-4.407;0.061;-1.347;
1243;-4.407;0.061;-1.347;
1244;-4.407;0.061;-1.347;
1245;-4.407;0.061;-1.347;
1246;-4.407;0.061;-1.347;
1247;-4.407;0.061;-1.347;
1248;-4.407;0.061;-1.347;
1249;-4.407;0.061;-1.347;
1250;-4.407;0.061;-1.347;
1257;8;-5.222;0.141;-1.739;
2079;-5.222;0.141;-1.739;
2080;-5.222;0.141;-1.739;
2081;-5.222;0.141;-1.739;
2082;-5.222;0.141;-1.739;
2083;-2.;0.141;-1.739;
2085;-5.222;0.141;-1.739;
2086;-5.222;0.141;-1.739;
2087;-5.235;0.151;-1.755;
2088;-5.235;0.151;-1.755;
2089;-5.235;0.151;-1.755;
2090;-5.235;0.151;-1.755;
2091;-5.235;0.151;-1.755;
2092;-5.235;0.151;-1.755;
2093;-5.235;0.151;-1.755;
2094;-5.235;0.151;-1.755;
2095;-5.235;0.151;-1.755;
2096;-5.235;0.151;-1.755;
2097;-5.235;0.151;-1.755;
2098;-5.235;0.151;-1.755;
2099;-5.235;0.151;-1.755;
2100;-5.235;0.151;-1.755;
2101;-5.235;0.151;-1.755;
2102;-5.235;0.151;-1.755;
2103;-5.235;0.151;-1.755;
2104;-5.235;0.151;-1.755;
2105;-5.235;0.151;-1.755;
2106;-5.235;0.151;-1.755;
2107;-5.235;0.151;-1.755;
2108;-5.235;0.151;-1.755;
2109;-5.235;0.151;-1.755;
2110;-5.235;0.151;-1.755;
2111;-5.235;0.151;-1.755;
2112;-5.235;0.151;-1.755;
2113;-5.235;0.151;-1.755;
2114;-5.235;0.151;-1.755;
2115;-5.235;0.151;-1.755;
2116;-5.235;0.151;-1.755;
2117;-5.235;0.151;-1.755;
2118;-5.235;0.151;-1.755;
2119;-5.235;0.151;-1.755;
2120;-5.277;0.155;-1.772;
2121;-5.277;0.155;-1.772;
2122;-5.277;0.155;-1.772;
2123;-5.277;0.155;-1.772;
2124;-5.277;0.155;-1.772;
2125;-5.277;0.155;-1.772;
2126;-5.277;0.155;-1.772;
2127;-5.277;0.155;-1.772;
2128;-5.277;0.155;-1.772;
2129;-5.277;0.155;-1.772;
2130;-5.277;0.155;-1.772;
2131;-5.277;0.155;-1.772;
2132;-5.277;0.155;-1.772;
2133;-5.277;0.155;-1.772;
2134;-5.277;0.155;-1.772;
2135;-5.277;0.155;-1.772;
2136;-5.277;0.155;-1.772;
2137;-5.277;0.155;-1.772;
2138;-5.277;0.155;-1.772;
2139;-5.277;0.155;-1.772;
2140;-5.277;0.155;-1.772;
2141;-5.277;0.155;-1.772;
2142;-5.277;0.155;-1.772;
2143;-5.277;0.155;-1.772;
2144;-5.277;0.155;-1.772;
2145;-5.277;0.155;-1.772;
2146;-5.277;0.155;-1.772;
2147;-5.277;0.155;-1.772;
2148;-5.277;0.155;-1.772;
2149;-5.277;0.155;-1.772;
2150;-5.277;0.155;-1.772;
2151;-5.277;0.155;-1.772;
2152;-5.277;0.155;-1.772;
2153;-5.309;0.159;-1.789;
2154;-5.309;0.159;-1.789;
2155;-5.309;0.159;-1.789;
2156;-5.309;0.159;-1.789;
2157;-5.309;0.159;-1.789;
2158;-5.309;0.159;-1.789;
2159;-5.309;0.159;-1.789;
2160;-5.309;0.159;-1.789;
2161;-5.309;0.159;-1.789;
2162;-5.309;0.159;-1.789;
2163;-5.309;0.159;-1.789;
2164;-5.309;0.159;-1.789;
2165;-5.309;0.159;-1.789;
2166;-5.309;0.159;-1.789;
2167;-5.309;0.159;-1.789;
2168;-5.309;0.159;-1.789;
2169;-5.309;0.159;-1.789;
2170;-5.309;0.159;-1.789;
2171;-5.309;0.159;-1.789;
2172;-5.309;0.159;-1.789;
2173;-5.309;0.159;-1.789;
2174;-5.309;0.159;-1.789;
2175;-5.309;0.159;-1.789;
2176;-5.309;0.159;-1.789;
2177;-5.309;0.159;-1.789;
2178;-5.309;0.159;-1.789;
2179;-5.309;0.159;-1.789;
2180;-5.309;0.159;-1.789;
2181;-5.309;0.159;-1.789;
2182;-5.309;0.159;-1.789;
2183;-5.309;0.159;-1.789;
2184;-5.309;0.159;-1.789;
2185;-5.341;0.158;-1.804;
2186;-5.341;0.158;-1.804;
2187;-5.341;0.158;-1.804;
2188;-5.341;0.158;-1.804;
2189;-5.341;0.158;-1.804;
2190;-5.341;0.158;-1.804;
2191;-5.341;0.158;-1.804;
2192;-5.341;0.158;-1.804;
2193;-5.341;0.158;-1.804;
2194;-5.341;0.158;-1.804;
2195;-5.341;0.158;-1.804;
2196;-5.341;0.158;-1.804;
2197;-5.341;0.158;-1.804;
2198;-5.341;0.158;-1.804;
2199;-5.341;0.158;-1.804;
2200;-5.341;0.158;-1.804;
2201;-5.341;0.158;-1.804;
2202;-5.341;0.158;-1.804;
2203;-5.341;0.158;-1.804;
2204;-5.341;0.158;-1.804;
2205;-5.341;0.158;-1.804;
2206;-5.341;0.158;-1.804;
2207;-5.341;0.158;-1.804;
2208;-5.341;0.158;-1.804;
2209;-5.341;0.158;-1.804;
2210;-5.341;0.158;-1.804;
2211;-5.341;0.158;-1.804;
2212;-5.341;0.158;-1.804;
2213;-5.341;0.158;-1.804;
2214;-5.341;0.158;-1.804;
2215;-5.341;0.158;-1.804;
2216;-5.341;0.158;-1.804;
2217;-5.341;0.158;-1.804;
2218;-5.368;0.174;-1.820;
2219;-5.368;0.174;-1.820;
2220;-5.368;0.174;-1.820;
2221;-5.368;0.174;-1.820;
2222;-5.368;0.174;-1.820;
2223;-5.368;0.174;-1.820;
2224;-5.368;0.174;-1.820;
2225;-5.368;0.174;-1.820;
2226;-5.368;0.174;-1.820;
2227;-5.368;0.174;-1.820;
2228;-5.368;0.174;-1.820;
2229;-5.368;0.174;-1.820;
2230;-5.368;0.174;-1.820;
2231;-5.368;0.174;-1.820;
2232;-5.368;0.174;-1.820;
2233;-5.368;0.174;-1.820;
2234;-5.368;0.174;-1.820;
2235;-5.368;0.174;-1.820;
2236;-5.368;0.174;-1.820;
2237;-5.368;0.174;-1.820;
2238;-5.368;0.174;-1.820;
2239;-5.368;0.174;-1.820;
2240;-5.368;0.174;-1.820;
2241;-5.368;0.174;-1.820;
2242;-5.368;0.174;-1.820;
2243;-5.368;0.174;-1.820;
2244;-5.368;0.174;-1.820;
2245;-5.368;0.174;-1.820;
2246;-5.368;0.174;-1.820;
2247;-5.368;0.174;-1.820;
2248;-5.368;0.174;-1.820;
2249;-5.368;0.174;-1.820;
2250;-5.368;0.174;-1.820;
2-2.233;
3081;-6.184;0.280;-2.233;
3082;-6.184;0.280;-2.233;
3083;-6.184;0.280;-2.233;
3084;-6.184;0.280;-2.233;
3085;-6.184;0.280;-2.233;
3086;-6.184;0.280;-2.233;
3087;-6.184;0.280;-2.233;
3088;-6.184;0.280;-2.233;
3089;-6.184;0.280;-2.233;
3090;-6.184;0.280;-2.233;
3091;-6.184;0.280;-2.233;
3092;-6.184;0.280;-2.233;
3093;-6.184;0.280;-2.233;
3094;-6.184;0.280;-2.233;
3095;-6.184;0.280;-2.233;
3096;-6.184;0.280;-2.233;
3097;-6.184;0.280;-2.233;
3098;-6.184;0.280;-2.233;
3099;-6.184;0.280;-2.233;
3100;-6.184;0.280;-2.233;
3101;-6.184;0.280;-2.233;
3102;-6.184;0.280;-2.233;
3103;-6.184;0.280;-2.233;
3104;-6.184;0.280;-2.233;
3105;-6.184;0.280;-2.233;
3106;-6.239;0.278;-2.247;
3107;-6.239;0.278;-2.247;
3108;-6.239;0.278;-2.247;
3109;-6.239;0.278;-2.247;
3110;-6.239;0.278;-2.247;
3111;-6.239;0.278;-2.247;
3112;-6.239;0.278;-2.247;
3113;-6.239;0.278;-2.247;
3114;-6.239;0.278;-2.247;
3115;-6.239;0.278;-2.247;
3116;-6.239;0.278;-2.247;
3117;-6.239;0.278;-2.247;
3118;-6.239;0.278;-2.247;
3119;-6.239;0.278;-2.247;
3120;-6.239;0.278;-2.247;
3121;-6.239;0.278;-2.247;
3122;-6.239;0.278;-2.247;
3123;-6.239;0.278;-2.247;
3124;-6.239;0.278;-2.247;
3125;-6.239;0.278;-2.247;
3126;-6.239;0.278;-2.247;
3127;-6.239;0.278;-2.247;
3128;-6.239;0.278;-2.247;
3129;-6.239;0.278;-2.247;
3130;-6.239;0.278;-2.247;
3131;-6.239;0.278;-2.247;
3132;-6.239;0.278;-2.247;
3133;-6.239;0.278;-2.247;
3134;-6.239;0.278;-2.247;
3135;-6.239;0.278;-2.247;
3136;-6.239;0.278;-2.247;
3137;-6.239;0.278;-2.247;
3138;-6.239;0.278;-2.247;
3139;-6.255;0.286;-2.264;
3140;-6.255;0.286;-2.264;
3141;-6.255;0.286;-2.264;
3142;-6.255;0.286;-2.264;
3143;-6.255;0.286;-2.264;
3144;-6.255;0.286;-2.264;
3145;-6.255;0.286;-2.264;
3146;-6.255;0.286;-2.264;
3147;-6.255;0.286;-2.264;
3148;-6.255;0.286;-2.264;
3149;-6.255;0.286;-2.264;
3150;-6.255;0.286;-2.264;
3151;-6.255;0.286;-2.264;
3152;-6.255;0.286;-2.264;
3153;-6.255;0.286;-2.264;
3154;-6.255;0.286;-2.264;
3155;-6.255;0.286;-2.264;
3156;-6.255;0.286;-2.264;
3157;-6.255;0.286;-2.264;
3158;-6.255;0.286;-2.264;
3159;-6.255;0.286;-2.264;
3160;-6.255;0.286;-2.264;
3161;-6.255;0.286;-2.264;
3162;-6.255;0.286;-2.264;
3163;-6.255;0.286;-2.264;
3164;-6.255;0.286;-2.264;
3165;-6.255;0.286;-2.264;
3166;-6.255;0.286;-2.264;
3167;-6.255;0.286;-2.264;
3168;-6.255;0.286;-2.264;
3169;-6.255;0.286;-2.264;
3170;-6.255;0.286;-2.264;
3171;-6.282;0.305;-2.280;
3172;-6.282;0.305;-2.280;
3173;-6.282;0.305;-2.280;
3174;-6.282;0.305;-2.280;
3175;-6.282;0.305;-2.280;
3176;-6.282;0.305;-2.280;
3177;-6.282;0.305;-2.280;
3178;-6.282;0.305;-2.280;
3179;-6.282;0.305;-2.280;
3180;-6.282;0.305;-2.280;
3181;-6.282;0.305;-2.280;
3182;-6.282;0.305;-2.280;
3183;-6.282;0.305;-2.280;
3184;-6.282;0.305;-2.280;
3185;-6.282;0.305;-2.280;
3186;-6.282;0.305;-2.280;
3187;-6.282;0.305;-2.280;
3188;-6.282;0.305;-2.280;
3189;-6.282;0.305;-2.280;
3190;-6.282;0.305;-2.280;
3191;-6.282;0.305;-2.280;
3192;-6.282;0.305;-2.280;
3193;-6.282;0.305;-2.280;
3194;-6.282;0.305;-2.280;
3195;-6.282;0.305;-2.280;
3196;-6.282;0.305;-2.280;
3197;-6.282;0.305;-2.280;
3198;-6.282;0.305;-2.280;
3199;-6.282;0.305;-2.280;
3200;-6.282;0.305;-2.280;
3201;-6.282;0.305;-2.280;
3202;-6.282;0.305;-2.280;
3203;-6.282;0.305;-2.280;
3204;-6.333;0.293;-2.295;
3205;-6.333;0.293;-2.295;
3206;-6.333;0.293;-2.295;
3207;-6.333;0.293;-2.295;
3208;-6.333;0.293;-2.295;
3209;-6.333;0.293;-2.295;
3210;-6.333;0.293;-2.295;
3211;-6.333;0.293;-2.295;
3212;-6.333;0.293;-2.295;
3213;-6.333;0.293;-2.295;
3214;-6.333;0.293;-2.295;
3215;-6.333;0.293;-2.295;
3216;-6.333;0.293;-2.295;
3217;-6.333;0.293;-2.295;
3218;-6.333;0.293;-2.295;
3219;-6.333;0.293;-2.295;
3220;-6.333;0.293;-2.295;
3221;-6.333;0.293;-2.295;
3222;-6.333;0.293;-2.295;
3223;-6.333;0.293;-2.295;
3224;-6.333;0.293;-2.295;
3225;-6.333;0.293;-2.295;
3226;-6.333;0.293;-2.295;
3227;-6.333;0.293;-2.295;
3228;-6.333;0.293;-2.295;
3229;-6.333;0.293;-2.295;
3230;-6.333;0.293;-2.295;
3231;-6.333;0.293;-2.295;
3232;-6.333;0.293;-2.295;
3233;-6.333;0.293;-2.295;
3234;-6.333;0.293;-2.295;
3235;-6.333;0.293;-2.295;
3236;-6.333;0.293;-2.295;
3237;-6.357;0.291;-2.313;
3238;-6.357;0.291;-2.313;
3239;-6.357;0.291;-2.313;
3240;-6.357;0.291;-2.313;
3241;-6.357;0.291;-2.313;
3242;-6.357;0.291;-2.313;
3243;-6.357;0.291;-2.313;
3244;-6.357;0.291;-2.313;
3245;-6.357;0.291;-2.313;
3246;-6.357;0.291;-2.313;
3247;-6.357;0.291;-2.313;
3248;-6.357;0.291;-2.313;
3249;-6.357;0.291;-2.313;
3250;-6.357;0.291;-2.313;
3251;-6.357;0.291;-2.313;
3252;-6.357;0.291;-2.313;
3253;-6.357;0.291;-2.313;
3254;-6.357;0.291;-2.313;
3255;-6.357;0.291;-2.313;
3256;-6.357;0.291;-2.313;
3257;-6.357;0.291;-2.313;
3258;-6.357;0.291;-2.313;
3259;-6.357;0.291;-2.313;
3260;-6.357;0.291;-2.313;
3261;-6.357;0.291;-2.313;
